"Soort bromfiets";"Perioden";"Regio's";"Voertuigen met bromfietskenteken (aantal)";"Voertuigen per 1000 inwoners (aantal)"
"Bromfiets";"2013";"Venlo";"2002";"20"
"Bromfiets";"2014";"Venlo";"1967";"20"
"Bromfiets";"2015";"Venlo";"1934";"19"
"Bromfiets";"2016";"Venlo";"1922";"19"
"Bromfiets";"2017";"Venlo";"1950";"19"
"Bromfiets";"2007";"Venray";"957";"24"
"Bromfiets";"2008";"Venray";"935";"24"
"Bromfiets";"2009";"Venray";"957";"24"
"Bromfiets";"2010";"Venray";"1152";"27"
"Bromfiets";"2011";"Venray";"1186";"28"
"Bromfiets";"2012";"Venray";"1146";"27"
"Bromfiets";"2013";"Venray";"1120";"26"
"Bromfiets";"2014";"Venray";"1090";"25"
"Bromfiets";"2015";"Venray";"1114";"26"
"Bromfiets";"2016";"Venray";"1113";"26"
"Bromfiets";"2017";"Venray";"1113";"26"
"Bromfiets";"2007";"Vianen";"558";"28"
"Bromfiets";"2008";"Vianen";"612";"31"
"Bromfiets";"2009";"Vianen";"660";"34"
"Bromfiets";"2010";"Vianen";"711";"36"
"Bromfiets";"2011";"Vianen";"745";"38"
"Bromfiets";"2012";"Vianen";"712";"36"
"Bromfiets";"2013";"Vianen";"730";"37"
"Bromfiets";"2014";"Vianen";"683";"35"
"Bromfiets";"2015";"Vianen";"673";"34"
"Bromfiets";"2016";"Vianen";"616";"32"
"Bromfiets";"2017";"Vianen";"621";"32"
"Bromfiets";"2007";"Vlaardingen";"1510";"21"
"Bromfiets";"2008";"Vlaardingen";"1721";"24"
"Bromfiets";"2009";"Vlaardingen";"1973";"28"
"Bromfiets";"2010";"Vlaardingen";"2220";"31"
"Bromfiets";"2011";"Vlaardingen";"2404";"34"
"Bromfiets";"2012";"Vlaardingen";"2391";"34"
"Bromfiets";"2013";"Vlaardingen";"2335";"33"
"Bromfiets";"2014";"Vlaardingen";"2327";"33"
"Bromfiets";"2015";"Vlaardingen";"2231";"31"
"Bromfiets";"2016";"Vlaardingen";"2177";"30"
"Bromfiets";"2017";"Vlaardingen";"2154";"30"
"Bromfiets";"2007";"Vlagtwedde";"507";"31"
"Bromfiets";"2008";"Vlagtwedde";"534";"33"
"Bromfiets";"2009";"Vlagtwedde";"558";"34"
"Bromfiets";"2010";"Vlagtwedde";"549";"34"
"Bromfiets";"2011";"Vlagtwedde";"590";"36"
"Bromfiets";"2012";"Vlagtwedde";"570";"35"
"Bromfiets";"2013";"Vlagtwedde";"559";"35"
"Bromfiets";"2014";"Vlagtwedde";"554";"35"
"Bromfiets";"2015";"Vlagtwedde";"558";"34"
"Bromfiets";"2016";"Vlagtwedde";"586";"36"
"Bromfiets";"2017";"Vlagtwedde";"589";"37"
"Bromfiets";"2007";"Vlieland";"70";"62"
"Bromfiets";"2008";"Vlieland";"74";"66"
"Bromfiets";"2009";"Vlieland";"75";"65"
"Bromfiets";"2010";"Vlieland";"75";"65"
"Bromfiets";"2011";"Vlieland";"91";"79"
"Bromfiets";"2012";"Vlieland";"97";"88"
"Bromfiets";"2013";"Vlieland";"97";"87"
"Bromfiets";"2014";"Vlieland";"112";"101"
"Bromfiets";"2015";"Vlieland";"106";"96"
"Bromfiets";"2016";"Vlieland";"93";"86"
"Bromfiets";"2017";"Vlieland";"77";"71"
"Bromfiets";"2007";"Vlissingen";"1444";"32"
"Bromfiets";"2008";"Vlissingen";"1570";"35"
"Bromfiets";"2009";"Vlissingen";"1643";"37"
"Bromfiets";"2010";"Vlissingen";"1724";"39"
"Bromfiets";"2011";"Vlissingen";"1758";"39"
"Bromfiets";"2012";"Vlissingen";"1662";"37"
"Bromfiets";"2013";"Vlissingen";"1636";"37"
"Bromfiets";"2014";"Vlissingen";"1622";"36"
"Bromfiets";"2015";"Vlissingen";"1586";"36"
"Bromfiets";"2016";"Vlissingen";"1539";"35"
"Bromfiets";"2017";"Vlissingen";"1532";"35"
"Bromfiets";"2007";"Vlist";"250";"26"
"Bromfiets";"2008";"Vlist";"292";"30"
"Bromfiets";"2009";"Vlist";"310";"32"
"Bromfiets";"2010";"Vlist";"321";"33"
"Bromfiets";"2011";"Vlist";"332";"34"
"Bromfiets";"2012";"Vlist";"326";"33"
"Bromfiets";"2013";"Vlist";"329";"34"
"Bromfiets";"2014";"Vlist";"342";"35"
"Bromfiets";"2015";"Vlist";"";""
"Bromfiets";"2016";"Vlist";"";""
"Bromfiets";"2017";"Vlist";"";""
"Bromfiets";"2007";"Voerendaal";"393";"31"
"Bromfiets";"2008";"Voerendaal";"391";"31"
"Bromfiets";"2009";"Voerendaal";"440";"35"
"Bromfiets";"2010";"Voerendaal";"460";"36"
"Bromfiets";"2011";"Voerendaal";"455";"36"
"Bromfiets";"2012";"Voerendaal";"445";"35"
"Bromfiets";"2013";"Voerendaal";"421";"33"
"Bromfiets";"2014";"Voerendaal";"404";"32"
"Bromfiets";"2015";"Voerendaal";"422";"34"
"Bromfiets";"2016";"Voerendaal";"410";"33"
"Bromfiets";"2017";"Voerendaal";"385";"31"
"Bromfiets";"2007";"Voorschoten";"534";"23"
"Bromfiets";"2008";"Voorschoten";"560";"24"
"Bromfiets";"2009";"Voorschoten";"656";"29"
"Bromfiets";"2010";"Voorschoten";"685";"29"
"Bromfiets";"2011";"Voorschoten";"691";"29"
"Bromfiets";"2012";"Voorschoten";"694";"29"
"Bromfiets";"2013";"Voorschoten";"701";"28"
"Bromfiets";"2014";"Voorschoten";"686";"27"
"Bromfiets";"2015";"Voorschoten";"648";"26"
"Bromfiets";"2016";"Voorschoten";"645";"26"
"Bromfiets";"2017";"Voorschoten";"634";"25"
"Bromfiets";"2007";"Voorst";"868";"37"
"Bromfiets";"2008";"Voorst";"875";"37"
"Bromfiets";"2009";"Voorst";"858";"36"
"Bromfiets";"2010";"Voorst";"861";"36"
"Bromfiets";"2011";"Voorst";"868";"37"
"Bromfiets";"2012";"Voorst";"831";"35"
"Bromfiets";"2013";"Voorst";"818";"34"
"Bromfiets";"2014";"Voorst";"800";"34"
"Bromfiets";"2015";"Voorst";"802";"34"
"Bromfiets";"2016";"Voorst";"754";"31"
"Bromfiets";"2017";"Voorst";"737";"30"
"Bromfiets";"2007";"Vught";"414";"16"
"Bromfiets";"2008";"Vught";"429";"17"
"Bromfiets";"2009";"Vught";"488";"19"
"Bromfiets";"2010";"Vught";"517";"20"
"Bromfiets";"2011";"Vught";"532";"21"
"Bromfiets";"2012";"Vught";"489";"19"
"Bromfiets";"2013";"Vught";"483";"19"
"Bromfiets";"2014";"Vught";"475";"19"
"Bromfiets";"2015";"Vught";"481";"19"
"Bromfiets";"2016";"Vught";"442";"17"
"Bromfiets";"2017";"Vught";"428";"16"
"Bromfiets";"2007";"Waalre";"290";"18"
"Bromfiets";"2008";"Waalre";"329";"20"
"Bromfiets";"2009";"Waalre";"356";"22"
"Bromfiets";"2010";"Waalre";"358";"22"
"Bromfiets";"2011";"Waalre";"366";"22"
"Bromfiets";"2012";"Waalre";"334";"20"
"Bromfiets";"2013";"Waalre";"320";"19"
"Bromfiets";"2014";"Waalre";"312";"19"
"Bromfiets";"2015";"Waalre";"301";"18"
"Bromfiets";"2016";"Waalre";"293";"17"
"Bromfiets";"2017";"Waalre";"273";"16"
"Bromfiets";"2007";"Waalwijk";"1158";"25"
"Bromfiets";"2008";"Waalwijk";"1258";"28"
"Bromfiets";"2009";"Waalwijk";"1339";"29"
"Bromfiets";"2010";"Waalwijk";"1421";"31"
"Bromfiets";"2011";"Waalwijk";"1451";"31"
"Bromfiets";"2012";"Waalwijk";"1363";"29"
"Bromfiets";"2013";"Waalwijk";"1350";"29"
"Bromfiets";"2014";"Waalwijk";"1308";"28"
"Bromfiets";"2015";"Waalwijk";"1274";"27"
"Bromfiets";"2016";"Waalwijk";"1267";"27"
"Bromfiets";"2017";"Waalwijk";"1243";"26"
"Bromfiets";"2007";"Waddinxveen";"702";"27"
"Bromfiets";"2008";"Waddinxveen";"768";"30"
"Bromfiets";"2009";"Waddinxveen";"858";"34"
"Bromfiets";"2010";"Waddinxveen";"978";"39"
"Bromfiets";"2011";"Waddinxveen";"993";"39"
"Bromfiets";"2012";"Waddinxveen";"1013";"40"
"Bromfiets";"2013";"Waddinxveen";"1050";"42"
"Bromfiets";"2014";"Waddinxveen";"1040";"41"
"Bromfiets";"2015";"Waddinxveen";"1049";"41"
"Bromfiets";"2016";"Waddinxveen";"1046";"40"
"Bromfiets";"2017";"Waddinxveen";"1032";"39"
"Bromfiets";"2007";"Wageningen";"595";"17"
"Bromfiets";"2008";"Wageningen";"642";"18"
"Bromfiets";"2009";"Wageningen";"646";"18"
"Bromfiets";"2010";"Wageningen";"687";"18"
"Bromfiets";"2011";"Wageningen";"758";"21"
"Bromfiets";"2012";"Wageningen";"706";"19"
"Bromfiets";"2013";"Wageningen";"712";"19"
"Bromfiets";"2014";"Wageningen";"700";"19"
"Bromfiets";"2015";"Wageningen";"654";"17"
"Bromfiets";"2016";"Wageningen";"603";"16"
"Bromfiets";"2017";"Wageningen";"573";"15"
"Bromfiets";"2007";"Wassenaar";"651";"25"
"Bromfiets";"2008";"Wassenaar";"764";"30"
"Bromfiets";"2009";"Wassenaar";"882";"34"
"Bromfiets";"2010";"Wassenaar";"947";"37"
"Bromfiets";"2011";"Wassenaar";"956";"37"
"Bromfiets";"2012";"Wassenaar";"944";"37"
"Bromfiets";"2013";"Wassenaar";"888";"35"
"Bromfiets";"2014";"Wassenaar";"846";"33"
"Bromfiets";"2015";"Wassenaar";"869";"34"
"Bromfiets";"2016";"Wassenaar";"874";"34"
"Bromfiets";"2017";"Wassenaar";"873";"34"
"Bromfiets";"2007";"Waterland";"510";"30"
"Bromfiets";"2008";"Waterland";"601";"35"
"Bromfiets";"2009";"Waterland";"653";"39"
"Bromfiets";"2010";"Waterland";"690";"40"
"Bromfiets";"2011";"Waterland";"726";"42"
"Bromfiets";"2012";"Waterland";"719";"42"
"Bromfiets";"2013";"Waterland";"722";"42"
"Bromfiets";"2014";"Waterland";"694";"41"
"Bromfiets";"2015";"Waterland";"711";"41"
"Bromfiets";"2016";"Waterland";"726";"42"
"Bromfiets";"2017";"Waterland";"727";"42"
"Bromfiets";"2007";"Weert";"1112";"23"
"Bromfiets";"2008";"Weert";"1161";"24"
"Bromfiets";"2009";"Weert";"1161";"24"
"Bromfiets";"2010";"Weert";"1227";"25"
"Bromfiets";"2011";"Weert";"1245";"26"
"Bromfiets";"2012";"Weert";"1240";"25"
"Bromfiets";"2013";"Weert";"1168";"24"
"Bromfiets";"2014";"Weert";"1151";"24"
"Bromfiets";"2015";"Weert";"1172";"24"
"Bromfiets";"2016";"Weert";"1164";"24"
"Bromfiets";"2017";"Weert";"1177";"24"
"Bromfiets";"2007";"Weesp";"448";"26"
"Bromfiets";"2008";"Weesp";"471";"27"
"Bromfiets";"2009";"Weesp";"558";"32"
"Bromfiets";"2010";"Weesp";"591";"34"
"Bromfiets";"2011";"Weesp";"668";"37"
"Bromfiets";"2012";"Weesp";"666";"37"
"Bromfiets";"2013";"Weesp";"663";"37"
"Bromfiets";"2014";"Weesp";"655";"36"
"Bromfiets";"2015";"Weesp";"663";"36"
"Bromfiets";"2016";"Weesp";"650";"35"
"Bromfiets";"2017";"Weesp";"658";"35"
"Bromfiets";"2007";"Werkendam";"899";"34"
"Bromfiets";"2008";"Werkendam";"995";"38"
"Bromfiets";"2009";"Werkendam";"1061";"40"
"Bromfiets";"2010";"Werkendam";"1102";"42"
"Bromfiets";"2011";"Werkendam";"1105";"42"
"Bromfiets";"2012";"Werkendam";"1071";"41"
"Bromfiets";"2013";"Werkendam";"1044";"40"
"Bromfiets";"2014";"Werkendam";"1028";"39"
"Bromfiets";"2015";"Werkendam";"1006";"38"
"Bromfiets";"2016";"Werkendam";"967";"36"
"Bromfiets";"2017";"Werkendam";"981";"37"
"Bromfiets";"2007";"Wervershoof";"429";"50"
"Bromfiets";"2008";"Wervershoof";"435";"51"
"Bromfiets";"2009";"Wervershoof";"460";"53"
"Bromfiets";"2010";"Wervershoof";"470";"54"
"Bromfiets";"2011";"Wervershoof";"";""
"Bromfiets";"2012";"Wervershoof";"";""
"Bromfiets";"2013";"Wervershoof";"";""
"Bromfiets";"2014";"Wervershoof";"";""
"Bromfiets";"2015";"Wervershoof";"";""
"Bromfiets";"2016";"Wervershoof";"";""
"Bromfiets";"2017";"Wervershoof";"";""
"Bromfiets";"2007";"West Maas en Waal";"801";"44"
"Bromfiets";"2008";"West Maas en Waal";"854";"47"
"Bromfiets";"2009";"West Maas en Waal";"932";"51"
"Bromfiets";"2010";"West Maas en Waal";"951";"52"
"Bromfiets";"2011";"West Maas en Waal";"932";"51"
"Bromfiets";"2012";"West Maas en Waal";"976";"53"
"Bromfiets";"2013";"West Maas en Waal";"978";"53"
"Bromfiets";"2014";"West Maas en Waal";"942";"51"
"Bromfiets";"2015";"West Maas en Waal";"884";"48"
"Bromfiets";"2016";"West Maas en Waal";"853";"46"
"Bromfiets";"2017";"West Maas en Waal";"841";"45"
"Bromfiets";"2007";"Westerveld";"491";"25"
"Bromfiets";"2008";"Westerveld";"537";"28"
"Bromfiets";"2009";"Westerveld";"568";"29"
"Bromfiets";"2010";"Westerveld";"599";"31"
"Bromfiets";"2011";"Westerveld";"615";"32"
"Bromfiets";"2012";"Westerveld";"597";"31"
"Bromfiets";"2013";"Westerveld";"562";"29"
"Bromfiets";"2014";"Westerveld";"499";"26"
"Bromfiets";"2015";"Westerveld";"477";"25"
"Bromfiets";"2016";"Westerveld";"476";"25"
"Bromfiets";"2017";"Westerveld";"493";"26"
"Bromfiets";"2007";"Westervoort";"474";"30"
"Bromfiets";"2008";"Westervoort";"482";"31"
"Bromfiets";"2009";"Westervoort";"513";"34"
"Bromfiets";"2010";"Westervoort";"535";"35"
"Bromfiets";"2011";"Westervoort";"563";"37"
"Bromfiets";"2012";"Westervoort";"543";"36"
"Bromfiets";"2013";"Westervoort";"483";"32"
"Bromfiets";"2014";"Westervoort";"452";"30"
"Bromfiets";"2015";"Westervoort";"416";"28"
"Bromfiets";"2016";"Westervoort";"409";"27"
"Bromfiets";"2017";"Westervoort";"401";"27"
"Bromfiets";"2007";"Westland";"4829";"49"
"Bromfiets";"2008";"Westland";"5242";"53"
"Bromfiets";"2009";"Westland";"5673";"57"
"Bromfiets";"2010";"Westland";"6044";"61"
"Bromfiets";"2011";"Westland";"6222";"62"
"Bromfiets";"2012";"Westland";"6204";"61"
"Bromfiets";"2013";"Westland";"6065";"59"
"Bromfiets";"2014";"Westland";"5973";"58"
"Bromfiets";"2015";"Westland";"5916";"57"
"Bromfiets";"2016";"Westland";"5827";"56"
"Bromfiets";"2017";"Westland";"5646";"53"
"Bromfiets";"2007";"Weststellingwerf";"668";"26"
"Bromfiets";"2008";"Weststellingwerf";"729";"28"
"Bromfiets";"2009";"Weststellingwerf";"788";"31"
"Bromfiets";"2010";"Weststellingwerf";"809";"31"
"Bromfiets";"2011";"Weststellingwerf";"849";"33"
"Bromfiets";"2012";"Weststellingwerf";"879";"34"
"Bromfiets";"2013";"Weststellingwerf";"850";"33"
"Bromfiets";"2014";"Weststellingwerf";"842";"33"
"Bromfiets";"2015";"Weststellingwerf";"831";"33"
"Bromfiets";"2016";"Weststellingwerf";"808";"32"
"Bromfiets";"2017";"Weststellingwerf";"787";"31"
"Bromfiets";"2007";"Westvoorne";"632";"45"
"Bromfiets";"2008";"Westvoorne";"686";"49"
"Bromfiets";"2009";"Westvoorne";"759";"54"
"Bromfiets";"2010";"Westvoorne";"843";"60"
"Bromfiets";"2011";"Westvoorne";"848";"61"
"Bromfiets";"2012";"Westvoorne";"848";"61"
"Bromfiets";"2013";"Westvoorne";"836";"60"
"Bromfiets";"2014";"Westvoorne";"863";"62"
"Bromfiets";"2015";"Westvoorne";"847";"60"
"Bromfiets";"2016";"Westvoorne";"813";"57"
"Bromfiets";"2017";"Westvoorne";"803";"56"
"Bromfiets";"2007";"Wierden";"602";"26"
"Bromfiets";"2008";"Wierden";"593";"25"
"Bromfiets";"2009";"Wierden";"632";"27"
"Bromfiets";"2010";"Wierden";"644";"27"
"Bromfiets";"2011";"Wierden";"656";"28"
"Bromfiets";"2012";"Wierden";"647";"27"
"Bromfiets";"2013";"Wierden";"625";"26"
"Bromfiets";"2014";"Wierden";"599";"25"
"Bromfiets";"2015";"Wierden";"567";"24"
"Bromfiets";"2016";"Wierden";"582";"24"
"Bromfiets";"2017";"Wierden";"579";"24"
"Bromfiets";"2007";"Wieringen";"324";"37"
"Bromfiets";"2008";"Wieringen";"358";"41"
"Bromfiets";"2009";"Wieringen";"361";"42"
"Bromfiets";"2010";"Wieringen";"388";"45"
"Bromfiets";"2011";"Wieringen";"392";"45"
"Bromfiets";"2012";"Wieringen";"";""
"Bromfiets";"2013";"Wieringen";"";""
"Bromfiets";"2014";"Wieringen";"";""
"Bromfiets";"2015";"Wieringen";"";""
"Bromfiets";"2016";"Wieringen";"";""
"Bromfiets";"2017";"Wieringen";"";""
"Bromfiets";"2007";"Wieringermeer";"388";"31"
"Bromfiets";"2008";"Wieringermeer";"426";"34"
"Bromfiets";"2009";"Wieringermeer";"449";"36"
"Bromfiets";"2010";"Wieringermeer";"470";"37"
"Bromfiets";"2011";"Wieringermeer";"480";"38"
"Bromfiets";"2012";"Wieringermeer";"";""
"Bromfiets";"2013";"Wieringermeer";"";""
"Bromfiets";"2014";"Wieringermeer";"";""
"Bromfiets";"2015";"Wieringermeer";"";""
"Bromfiets";"2016";"Wieringermeer";"";""
"Bromfiets";"2017";"Wieringermeer";"";""
"Bromfiets";"2007";"Wijchen";"917";"23"
"Bromfiets";"2008";"Wijchen";"924";"23"
"Bromfiets";"2009";"Wijchen";"926";"23"
"Bromfiets";"2010";"Wijchen";"952";"24"
"Bromfiets";"2011";"Wijchen";"994";"25"
"Bromfiets";"2012";"Wijchen";"961";"24"
"Bromfiets";"2013";"Wijchen";"961";"23"
"Bromfiets";"2014";"Wijchen";"918";"22"
"Bromfiets";"2015";"Wijchen";"872";"21"
"Bromfiets";"2016";"Wijchen";"843";"21"
"Bromfiets";"2017";"Wijchen";"814";"20"
"Bromfiets";"2007";"Wijdemeren";"697";"30"
"Bromfiets";"2008";"Wijdemeren";"811";"35"
"Bromfiets";"2009";"Wijdemeren";"863";"37"
"Bromfiets";"2010";"Wijdemeren";"968";"41"
"Bromfiets";"2011";"Wijdemeren";"1002";"43"
"Bromfiets";"2012";"Wijdemeren";"1023";"44"
"Bromfiets";"2013";"Wijdemeren";"1013";"44"
"Bromfiets";"2014";"Wijdemeren";"983";"42"
"Bromfiets";"2015";"Wijdemeren";"971";"42"
"Bromfiets";"2016";"Wijdemeren";"986";"42"
"Bromfiets";"2017";"Wijdemeren";"997";"43"
"Bromfiets";"2007";"Wijk bij Duurstede";"621";"27"
"Bromfiets";"2008";"Wijk bij Duurstede";"659";"28"
"Bromfiets";"2009";"Wijk bij Duurstede";"722";"31"
"Bromfiets";"2010";"Wijk bij Duurstede";"748";"32"
"Bromfiets";"2011";"Wijk bij Duurstede";"763";"33"
"Bromfiets";"2012";"Wijk bij Duurstede";"789";"34"
"Bromfiets";"2013";"Wijk bij Duurstede";"775";"34"
"Bromfiets";"2014";"Wijk bij Duurstede";"722";"31"
"Bromfiets";"2015";"Wijk bij Duurstede";"713";"31"
"Bromfiets";"2016";"Wijk bij Duurstede";"727";"31"
"Bromfiets";"2017";"Wijk bij Duurstede";"738";"31"
"Bromfiets";"2007";"Winschoten";"283";"15"
"Bromfiets";"2008";"Winschoten";"308";"17"
"Bromfiets";"2009";"Winschoten";"327";"18"
"Bromfiets";"2010";"Winschoten";"";""
"Bromfiets";"2011";"Winschoten";"";""
"Bromfiets";"2012";"Winschoten";"";""
"Bromfiets";"2013";"Winschoten";"";""
"Bromfiets";"2014";"Winschoten";"";""
"Bromfiets";"2015";"Winschoten";"";""
"Bromfiets";"2016";"Winschoten";"";""
"Bromfiets";"2017";"Winschoten";"";""
"Bromfiets";"2007";"Winsum";"381";"27"
"Bromfiets";"2008";"Winsum";"398";"29"
"Bromfiets";"2009";"Winsum";"431";"31"
"Bromfiets";"2010";"Winsum";"451";"32"
"Bromfiets";"2011";"Winsum";"473";"34"
"Bromfiets";"2012";"Winsum";"468";"33"
"Bromfiets";"2013";"Winsum";"474";"34"
"Bromfiets";"2014";"Winsum";"471";"34"
"Bromfiets";"2015";"Winsum";"462";"34"
"Bromfiets";"2016";"Winsum";"455";"33"
"Bromfiets";"2017";"Winsum";"446";"33"
"Bromfiets";"2007";"Winterswijk";"522";"18"
"Bromfiets";"2008";"Winterswijk";"566";"19"
"Bromfiets";"2009";"Winterswijk";"615";"21"
"Bromfiets";"2010";"Winterswijk";"675";"23"
"Bromfiets";"2011";"Winterswijk";"683";"24"
"Bromfiets";"2012";"Winterswijk";"687";"24"
"Bromfiets";"2013";"Winterswijk";"657";"23"
"Bromfiets";"2014";"Winterswijk";"601";"21"
"Bromfiets";"2015";"Winterswijk";"582";"20"
"Bromfiets";"2016";"Winterswijk";"570";"20"
"Bromfiets";"2017";"Winterswijk";"557";"19"
"Bromfiets";"2007";"Woensdrecht";"608";"28"
"Bromfiets";"2008";"Woensdrecht";"633";"29"
"Bromfiets";"2009";"Woensdrecht";"689";"32"
"Bromfiets";"2010";"Woensdrecht";"753";"35"
"Bromfiets";"2011";"Woensdrecht";"800";"37"
"Bromfiets";"2012";"Woensdrecht";"775";"36"
"Bromfiets";"2013";"Woensdrecht";"734";"34"
"Bromfiets";"2014";"Woensdrecht";"705";"33"
"Bromfiets";"2015";"Woensdrecht";"715";"33"
"Bromfiets";"2016";"Woensdrecht";"690";"32"
"Bromfiets";"2017";"Woensdrecht";"696";"32"
"Bromfiets";"2007";"Woerden";"867";"18"
"Bromfiets";"2008";"Woerden";"1004";"21"
"Bromfiets";"2009";"Woerden";"1129";"23"
"Bromfiets";"2010";"Woerden";"1139";"23"
"Bromfiets";"2011";"Woerden";"1200";"24"
"Bromfiets";"2012";"Woerden";"1216";"24"
"Bromfiets";"2013";"Woerden";"1166";"23"
"Bromfiets";"2014";"Woerden";"1147";"23"
"Bromfiets";"2015";"Woerden";"1174";"23"
"Bromfiets";"2016";"Woerden";"1155";"23"
"Bromfiets";"2017";"Woerden";"1192";"23"
"Bromfiets";"2007";"De Wolden";"772";"33"
"Bromfiets";"2008";"De Wolden";"826";"35"
"Bromfiets";"2009";"De Wolden";"859";"36"
"Bromfiets";"2010";"De Wolden";"873";"37"
"Bromfiets";"2011";"De Wolden";"922";"39"
"Bromfiets";"2012";"De Wolden";"897";"38"
"Bromfiets";"2013";"De Wolden";"837";"35"
"Bromfiets";"2014";"De Wolden";"805";"34"
"Bromfiets";"2015";"De Wolden";"787";"33"
"Bromfiets";"2016";"De Wolden";"764";"32"
"Bromfiets";"2017";"De Wolden";"739";"31"
"Bromfiets";"2007";"Wormerland";"571";"36"
"Bromfiets";"2008";"Wormerland";"601";"38"
"Bromfiets";"2009";"Wormerland";"673";"42"
"Bromfiets";"2010";"Wormerland";"734";"46"
"Bromfiets";"2011";"Wormerland";"748";"47"
"Bromfiets";"2012";"Wormerland";"754";"48"
"Bromfiets";"2013";"Wormerland";"758";"48"
"Bromfiets";"2014";"Wormerland";"722";"46"
"Bromfiets";"2015";"Wormerland";"720";"46"
"Bromfiets";"2016";"Wormerland";"740";"47"
"Bromfiets";"2017";"Wormerland";"767";"48"
"Bromfiets";"2007";"Woudenberg";"294";"26"
"Bromfiets";"2008";"Woudenberg";"324";"28"
"Bromfiets";"2009";"Woudenberg";"355";"30"
"Bromfiets";"2010";"Woudenberg";"400";"34"
"Bromfiets";"2011";"Woudenberg";"398";"33"
"Bromfiets";"2012";"Woudenberg";"374";"31"
"Bromfiets";"2013";"Woudenberg";"358";"29"
"Bromfiets";"2014";"Woudenberg";"357";"29"
"Bromfiets";"2015";"Woudenberg";"350";"28"
"Bromfiets";"2016";"Woudenberg";"349";"28"
"Bromfiets";"2017";"Woudenberg";"373";"29"
"Bromfiets";"2007";"Woudrichem";"554";"39"
"Bromfiets";"2008";"Woudrichem";"578";"40"
"Bromfiets";"2009";"Woudrichem";"624";"43"
"Bromfiets";"2010";"Woudrichem";"603";"42"
"Bromfiets";"2011";"Woudrichem";"617";"43"
"Bromfiets";"2012";"Woudrichem";"591";"41"
"Bromfiets";"2013";"Woudrichem";"571";"40"
"Bromfiets";"2014";"Woudrichem";"537";"37"
"Bromfiets";"2015";"Woudrichem";"537";"37"
"Bromfiets";"2016";"Woudrichem";"522";"36"
"Bromfiets";"2017";"Woudrichem";"515";"35"
"Bromfiets";"2007";"Wûnseradiel";"413";"35"
"Bromfiets";"2008";"Wûnseradiel";"431";"36"
"Bromfiets";"2009";"Wûnseradiel";"486";"41"
"Bromfiets";"2010";"Wûnseradiel";"525";"44"
"Bromfiets";"2011";"Wûnseradiel";"";""
"Bromfiets";"2012";"Wûnseradiel";"";""
"Bromfiets";"2013";"Wûnseradiel";"";""
"Bromfiets";"2014";"Wûnseradiel";"";""
"Bromfiets";"2015";"Wûnseradiel";"";""
"Bromfiets";"2016";"Wûnseradiel";"";""
"Bromfiets";"2017";"Wûnseradiel";"";""
"Bromfiets";"2007";"Wymbritseradiel";"376";"23"
"Bromfiets";"2008";"Wymbritseradiel";"382";"24"
"Bromfiets";"2009";"Wymbritseradiel";"396";"25"
"Bromfiets";"2010";"Wymbritseradiel";"462";"29"
"Bromfiets";"2011";"Wymbritseradiel";"";""
"Bromfiets";"2012";"Wymbritseradiel";"";""
"Bromfiets";"2013";"Wymbritseradiel";"";""
"Bromfiets";"2014";"Wymbritseradiel";"";""
"Bromfiets";"2015";"Wymbritseradiel";"";""
"Bromfiets";"2016";"Wymbritseradiel";"";""
"Bromfiets";"2017";"Wymbritseradiel";"";""
"Bromfiets";"2007";"Zaanstad";"4441";"31"
"Bromfiets";"2008";"Zaanstad";"5109";"36"
"Bromfiets";"2009";"Zaanstad";"5876";"41"
"Bromfiets";"2010";"Zaanstad";"6492";"45"
"Bromfiets";"2011";"Zaanstad";"6754";"46"
"Bromfiets";"2012";"Zaanstad";"6781";"46"
"Bromfiets";"2013";"Zaanstad";"6795";"45"
"Bromfiets";"2014";"Zaanstad";"6695";"44"
"Bromfiets";"2015";"Zaanstad";"6742";"45"
"Bromfiets";"2016";"Zaanstad";"6785";"45"
"Bromfiets";"2017";"Zaanstad";"6699";"44"
"Bromfiets";"2007";"Zaltbommel";"982";"37"
"Bromfiets";"2008";"Zaltbommel";"990";"38"
"Bromfiets";"2009";"Zaltbommel";"994";"38"
"Bromfiets";"2010";"Zaltbommel";"1039";"39"
"Bromfiets";"2011";"Zaltbommel";"1025";"38"
"Bromfiets";"2012";"Zaltbommel";"1023";"38"
"Bromfiets";"2013";"Zaltbommel";"992";"37"
"Bromfiets";"2014";"Zaltbommel";"958";"35"
"Bromfiets";"2015";"Zaltbommel";"910";"33"
"Bromfiets";"2016";"Zaltbommel";"894";"32"
"Bromfiets";"2017";"Zaltbommel";"913";"33"
"Bromfiets";"2007";"Zandvoort";"571";"34"
"Bromfiets";"2008";"Zandvoort";"592";"36"
"Bromfiets";"2009";"Zandvoort";"659";"40"
"Bromfiets";"2010";"Zandvoort";"656";"39"
"Bromfiets";"2011";"Zandvoort";"678";"41"
"Bromfiets";"2012";"Zandvoort";"625";"38"
"Bromfiets";"2013";"Zandvoort";"591";"36"
"Bromfiets";"2014";"Zandvoort";"548";"33"
"Bromfiets";"2015";"Zandvoort";"534";"32"
"Bromfiets";"2016";"Zandvoort";"512";"30"
"Bromfiets";"2017";"Zandvoort";"526";"31"
"Bromfiets";"2007";"Zederik";"481";"36"
"Bromfiets";"2008";"Zederik";"508";"38"
